sep=;
Timestamp [us];Power measure [W]
6773493.000000;147.1190
6779625.000000;147.1190
6785560.000000;147.1190
6791521.000000;147.1190
6797325.000000;147.1190
6803413.000000;147.1190
6809334.000000;147.1190
6815171.000000;147.2370
6821010.000000;147.2370
6827048.000000;147.2370
6832918.000000;147.2370
6839183.000000;147.2370
6845106.000000;147.2370
6851135.000000;147.2370
6856920.000000;147.2370
6862970.000000;147.2370
6868817.000000;147.2370
6875041.000000;147.2370
6880888.000000;147.2370
6886678.000000;147.2370
6892508.000000;147.2370
6898488.000000;147.2370
6904382.000000;147.2370
6910641.000000;147.2370
6916564.000000;147.2370
6922617.000000;147.2940
6928490.000000;147.2940
6934476.000000;147.2940
6940369.000000;147.2940
